"id"	"data$Uniprot"	"data$Symbol"	"iBAQ.CA_1"	"iBAQ.CA_2"	"iBAQ.CA_3"	"iBAQ.FA_1"	"iBAQ.FA_2"	"iBAQ.FA_3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
281	"Q0BJ29"	"rpsE"	29.6507006601222	29.8252493077151	29.2919986927876	28.8857648797111	30.1850615402317	27.3819550483585	0.771722397441215	0.93544924903298	0.767848029063031	0.402515831399443	0.453584798845291	0.15826794001991	0.195908668078693	4	12.260008396405	1.6764475622441	1.02087603131344	1.51517543619142	"Not Significant"	"Not Significant"	0.343341508542468	0.395217033670754
282	"Q0BJ30"	"rplR"	29.573006218812	29.7850340833293	27.7309797199395	27.6134394492856	30.030784860967	27.1752186112211	0.756525700202322	0.686695051797042	0.708156779543738	0.530013823372918	0.488876059645999	0.162004635553083	0.199278683249296	4	12.260008396405	1.6764475622441	1.82058430955163	1.71190553835176	"Not Significant"	"Not Significant"	0.310801229699161	0.275712803349605
283	"Q0BJ31"	"rplF"	29.487135512871	29.7401949500089	28.1119750546348	27.7869354219824	29.8912083336884	26.4575277971285	1.06787798823845	0.953199594197529	0.995175344477484	0.394466508924592	0.334231088455379	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.88263804495181	1.72717090203113	"Not Significant"	"Not Significant"	0.475953156726648	0.403989863447402
284	"Q0BJ32"	"rpsH"	29.6937512581599	29.943913759744	28.8158917464975	27.9364631659646	30.024325710244	27.5319275368689	0.9869467837746	1.16852681508802	0.97809571118733	0.307486198098827	0.34235609899903	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.07004333295332	1.5272707071018	"Not Significant"	"Not Significant"	0.465521930866532	0.512174373300087
285	"Q0BJ33"	"rpsN"	30.2787469857731	30.4514996207328	29.022316164391	28.4291011023309	30.673288342288	27.1307501180881	1.17314106939659	1.03956977587164	1.09113044160678	0.357246936628442	0.291120799105415	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.91022466248948	1.73395727430478	"Not Significant"	"Not Significant"	0.535926765313426	0.447031486570771
286	"Q0BJ34"	"rplE"	29.5674680352706	30.1409000805639	28.5819023231701	27.8271135585776	30.232378692308	27.0796892004481	1.05036299589029	0.99611243974326	0.994179099080682	0.375573239204458	0.334701250640016	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.66783605481197	1.67432911132521	"Not Significant"	"Not Significant"	0.475342664860498	0.425305360175576
287	"Q0BJ35"	"rplX"	30.100867265117	29.5256318594091	28.5333393577319	28.03648177255	30.6130705432087	28.2629782094081	0.415769319030428	0.441186767400572	0.403609053381059	0.681876304629256	0.691758401883001	0.181598502292362	0.229373489834359	4	12.260008396405	1.6764475622441	1.33214401897316	1.59174808734172	"Not Significant"	"Not Significant"	0.160045557348896	0.166294401134135
288	"Q0BJ36"	"rplN"	28.5657261756676	28.7732901504526	27.3604311898072	26.5738658064687	29.1371907863096	25.3229238746676	1.22182234949387	1.01319198939884	1.11516386339998	0.36827460557346	0.280991455183641	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.18134266595892	1.80065293567464	"Not Significant"	"Not Significant"	0.551306886582527	0.433828226948915
289	"Q0BJ37"	"rpsQ"	29.5063512901629	29.8692366369252	29.2198348374295	28.3198872818433	30.4564040823533	27.6196789739731	0.733150808782692	0.839219633475211	0.722240924020747	0.448573887733358	0.480405570731891	0.15872210078235	0.198928239063029	4	12.260008396405	1.6764475622441	1.14479210029639	1.54565907825654	"Not Significant"	"Not Significant"	0.318391965207322	0.348166011054831
290	"Q0BJ38"	"rpmC"	29.6783012096302	29.9614079183967	28.3634422072764	27.5611437630033	30.0424433307887	27.4409477182389	0.986205507757472	1.0059140937952	0.949350897611603	0.371369399863651	0.356340255524525	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.44179767291007	1.6187231420314	"Not Significant"	"Not Significant"	0.448135112915269	0.430193884166137
291	"Q0BJ39"	"rplP"	30.5275719187184	30.0372152220019	28.3108602854425	27.9339898132529	30.7745474011125	28.4907544351119	0.558785258895173	0.508582090386779	0.523428894500005	0.637812610806878	0.607736423980985	0.175252477354201	0.214713411478927	4	12.260008396405	1.6764475622441	1.81075217397944	1.7094868100627	"Not Significant"	"Not Significant"	0.216284733934233	0.195306898154057
292	"Q0BJ40"	"rpsC"	28.6299954341313	28.6141418666718	27.9391565416433	27.5702216857903	28.4423327372421	26.3185863883978	0.950717677005435	1.44697506106673	0.975985762864128	0.221453451679448	0.343369348924078	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.647548504829291	1.42333599370584	"Not Significant"	"Not Significant"	0.464238475008689	0.654717546204893
293	"Q0BJ41"	"rplV"	29.9122793982244	30.0000781639973	27.8734378228504	27.0311793812851	30.5074859304423	27.5926340491311	0.884832008071211	0.690195981668345	0.792368226356481	0.528029259784067	0.439554316919886	0.162004635553083	0.195890764865824	4	12.260008396405	1.6764475622441	2.46529023259009	1.87050469951357	"Not Significant"	"Not Significant"	0.356987450326253	0.277342011158086
294	"Q0BJ42"	"rpsS"	29.9747325947833	30.1468588749754	29.224350318552	28.6524968124727	30.248981183089	27.9403333141876	0.834710159520467	1.129551035082	0.844465311171584	0.32181423663702	0.410662684201832	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.819126435832022	1.46554456502261	"Not Significant"	"Not Significant"	0.386514758508679	0.492394747197414
295	"Q0BJ43"	"rplB"	29.1445512425621	29.6932195237857	27.7038501481277	27.4470318808365	30.0365603742575	26.8683242745438	0.729901461612613	0.639994640592223	0.676919083703164	0.556994600518483	0.50797397842908	0.163832857847281	0.201434760327453	4	12.260008396405	1.6764475622441	1.95104394454009	1.74399891292033	"Not Significant"	"Not Significant"	0.2941585343974	0.25414901483775
296	"Q0BJ44"	"rplW"	29.3395585626487	29.3231558723935	28.2067619032264	27.8383990513869	29.7115340971567	26.1250052216815	1.06484598934784	0.966769255907149	0.996821943057372	0.388405818139214	0.3334550243639	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.81978129201827	1.71170799416512	"Not Significant"	"Not Significant"	0.476962734424433	0.410714273185169
297	"Q0BJ45"	"rplD"	29.2232918313061	29.5054429349994	28.7571952168731	27.6015874135886	29.8014553940994	26.4434793179951	1.2131359524985	1.20271195972665	1.16039009004623	0.295409834083925	0.262644558961221	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.52611389728558	1.63946512993693	"Not Significant"	"Not Significant"	0.58063159176776	0.529575051281029
298	"Q0BJ46"	"rplC"	29.8747426929211	29.1168652564669	28.0005617579373	27.2646344474005	29.7136166775827	26.1006317038395	1.30442895950086	1.09083646182428	1.19353187822236	0.336650453778413	0.249784950321026	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.14492855481937	1.79169497938045	"Not Significant"	"Not Significant"	0.602433731652145	0.472820795800736
299	"Q0BJ47"	"rpsJ"	29.525893173249	29.8378729509896	28.1193165250931	27.2022843771984	30.2435438837853	26.9070153349651	1.04341301779426	0.876675090024847	0.956025714839942	0.430158427928899	0.353058323542284	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.12484094905379	1.78675338149788	"Not Significant"	"Not Significant"	0.452153545319543	0.366371563714896
300	"Q0BJ48"	"tuf1"	31.0276248085051	31.3005114837291	29.8859103053491	29.2467407796765	31.3575711826535	29.2529104502684	0.785608061661629	0.951744831381696	0.781591001857967	0.395121021981473	0.44568722617828	0.15826794001991	0.195890764865824	4	12.260008396405	1.6764475622441	1.02202629095976	1.51545840274796	"Not Significant"	"Not Significant"	0.350969813030236	0.403269863541334
301	"Q0BJ50"	"rpsG"	29.5019745747069	29.5545721070568	28.4508509843553	27.7904198937138	30.0486921550285	26.9727896445773	0.898498657599807	0.909807161004409	0.86353527720866	0.414388132388353	0.400402199711536	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.46294305863562	1.62392495625192	"Not Significant"	"Not Significant"	0.397503545278738	0.382592690791911
302	"Q0BJ51"	"rpsL"	27.929086803844	28.1584623828956	27.8394807121647	27.8799942084326	28.6925878345647	23.6658988395756	1.22951633877712	0.787755047824592	1.02389833647716	0.474897423799914	0.32087597375863	0.159463366145984	0.195102057241355	4	12.260008396405	1.6764475622441	3.65407517879923	2.16294856970788	"Not Significant"	"Not Significant"	0.493662800370028	0.323400186350844
303	"Q0BJ53"	"rpoC"	27.5531809223485	27.7980438718451	26.4685694812702	25.5151177390949	28.002601813781	24.8000084119831	1.16735543686828	1.10857624735939	1.10528331455869	0.329776551838839	0.285123704074486	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.66328373884393	1.67320923097655	"Not Significant"	"Not Significant"	0.544966675637536	0.481780227311969
304	"Q0BJ54"	"rpoB"	27.6159665529617	27.819946532731	26.5422243437261	25.5991201283867	27.9931827785834	25.1685203279123	1.07243806484549	1.11263907769844	1.03616553855659	0.328220335236015	0.315289909399987	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.39356452314862	1.60685767466248	"Not Significant"	"Not Significant"	0.501289928275342	0.483834515278045
305	"Q0BJ55"	"rplL"	31.2734765063825	31.1838200544723	30.2125712653521	30.3992760010527	31.2671264098501	30.5609251894038	0.147513408633432	0.341686744573284	0.156492100668385	0.749782814258037	0.877571708750229	0.193734654938319	0.26823912232081	4	12.260008396405	1.6764475622441	0.279574781340569	1.33281359924753	"Not Significant"	"Not Significant"	0.0567173860392138	0.125064518246875
306	"Q0BJ57"	"rplA"	28.9496574462518	29.3510021200296	28.0975307404996	27.328515789397	29.8824451916173	25.6035978229953	1.1945438342571	0.92123259294237	1.06574388013441	0.409062390841644	0.302109533524427	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.52206834628585	1.88447224794567	"Not Significant"	"Not Significant"	0.519835569689569	0.388210447660678
307	"Q0BJ58"	"rplK"	28.6543761004937	28.9005520871407	27.3771628606654	26.9326952347785	28.8861138766182	25.3120556091838	1.26707544257312	1.11538636848845	1.17637142924358	0.327171818143511	0.25638225608604	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.93573339142385	1.74023248113432	"Not Significant"	"Not Significant"	0.591112035122715	0.485224112555353
308	"Q0BJI1"	"gcvP"	24.5629057134517	25.0655840993826	23.1652572637306	21.9498466543485	24.8931455972841	21.3659165700167	1.52827941830519	1.2418089117805	1.38632057749895	0.282145943139569	0.184366132552651	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.27188970438827	1.82292771837386	"Not Significant"	"Not Significant"	0.734318854412343	0.549526189890717
309	"Q0BJL4"	"atpC"	29.540581046217	29.6897084851658	28.7212326215116	26.6742485274786	29.5721027387153	26.8488809704192	1.61876330542709	1.64287564332713	1.55655648643714	0.175753437927009	0.138823921773914	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.45629238763555	1.62228887566993	"Not Significant"	"Not Significant"	0.857535690947115	0.75509617095607
310	"Q0BJL5"	"atpD"	29.5749377673381	29.8510874280783	29.1056703325807	27.7539163269212	29.9132785439765	27.3048687659326	1.18654396372229	1.42269187684473	1.17843735222163	0.227903633490274	0.255581068349444	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.04336730611516	1.52070834226463	"Not Significant"	"Not Significant"	0.59247131880735	0.642248750764351
311	"Q0BJL6"	"atpG"	27.2406355899122	27.3528760373333	26.0379378288632	25.6529138840566	28.0735224119383	24.7619760256955	0.714345711472747	0.664406271425622	0.67287435968491	0.542773565671438	0.51047783233812	0.163155769834492	0.201687066401493	4	12.260008396405	1.6764475622441	1.73396647462637	1.69059734888135	"Not Significant"	"Not Significant"	0.292023112543305	0.265381311643437
312	"Q0BJL7"	"atpA"	29.5111296499388	29.6580762605897	28.7250418269918	28.0054423458266	29.8575828181397	26.8760756667416	1.05171563560418	1.14807182288194	1.02679309607208	0.31493053253862	0.319551457707027	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.25877991207439	1.57370034588668	"Not Significant"	"Not Significant"	0.495459196977343	0.501785232439874
313	"Q0BJL8"	"atpH"	27.5107336289454	27.7836922880676	26.7756779906926	25.5800627739276	27.8253554679645	25.3473610317177	1.10577487803188	1.30787675556371	1.09566452679218	0.261014773863688	0.289189509475291	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.07223765445189	1.52781051530978	"Not Significant"	"Not Significant"	0.538817465387284	0.58333491018705
314	"Q0BJL9"	"atpF"	25.7552160407916	26.1052157272374	24.2349109638115	25.2207390649996	25.90120259417	25.029684894791	-0.0187612740400502	-0.0296828548106154	-0.0193408120295399	0.977741944310972	0.984804574174729	0.232415232677931	0.289290267475703	4	12.260008396405	1.6764475622441	0.599245218876103	1.41145327267014	"Not Significant"	"Not Significant"	0.00664994288113636	0.00977575354581901
315	"Q0BJM7"	"rsmG"	22.1265066109264	22.0948096544877	21.2722447683073	18.8619047345921	22.6710494723674	19.405905963389	1.51823362112428	1.24253371827	1.380227177825	0.281905466348354	0.186199095168313	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.23950534077147	1.81496108937164	"Not Significant"	"Not Significant"	0.730022433797015	0.549896502766534
316	"Q0BJM8"	"mnmG"	22.9780421675989	23.0497123067985	22.4805969475317	20.9154651139265	23.5462784134394	19.8907155237143	1.38529745694968	1.25559353781115	1.2962317972205	0.277605818559185	0.212992458157847	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.82590925235361	1.7132154867041	"Not Significant"	"Not Significant"	0.67163577420642	0.556571435401389
317	"Q0BJP4"	"Bamb_0068"	24.6951926016461	23.0604888059074	24.2154903416318	22.1897859588602	23.7969925476373	23.0433010214001	0.980364073762556	1.4599946057781	1.00392554948253	0.218070915646914	0.330121590747284	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.67633760027532	1.43041817835032	"Not Significant"	"Not Significant"	0.481326070835492	0.661402252882253
318	"Q0BJQ3"	"Bamb_0059"	23.5925199975843	23.8469938608749	23.3911313360949	22.4312231471436	23.5351652441844	20.9805719419352	1.29456162043032	1.72292431840142	1.30665466614122	0.160001540824027	0.209510160261856	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.846845749521749	1.47236358085925	"Not Significant"	"Not Significant"	0.678794910937957	0.795875835043134
319	"Q0BJQ6"	"mnmC"	19.7890400538977	19.72844868855	18.7492736795513	18.8798105672076	19.4892286249161	14.7811547706959	1.70552281972649	1.12486156542235	1.43721559090596	0.32357899933097	0.169621689087073	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	3.44832485409642	2.11233350981694	"Not Significant"	"Not Significant"	0.770518616415466	0.49001967238311
320	"Q0BJW1"	"dnaA"	22.6133101672258	22.535188980334	21.2583935074264	19.1450962738721	22.8603936604752	18.0277764383963	2.12454209408086	1.39286145447676	1.78600332169411	0.236084556380217	0.0927591848349831	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	3.48984468793843	2.12254748580755	"Not Significant"	"Not Significant"	1.03264307658455	0.626932421638856
322	"Q0B154"	"Bamb_6575"	19.4085619439636	19.3204524172237	20.5128716053268	20.5550608997519	16.4815255888184	11.3338821065902	3.62380579045122	1.34445147536801	2.23457053365267	0.249984078235689	0.0398163263993627	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	10.897599026837	3.94487233541497	"Not Significant"	"Significant"	1.39993881206559	0.602087651146288
323	"Q0B167"	"Bamb_6562"	20.7839669896107	22.209077297469	20.2103859723989	17.8877442019883	22.9576780940287	17.9451268119426	1.47096038383969	0.825249321160143	1.15417660137508	0.455602674199151	0.265110295956774	0.15872210078235	0.195102057241355	4	12.260008396405	1.6764475622441	4.76565786457571	2.43640050372342	"Not Significant"	"Not Significant"	0.576573405460481	0.341413735456576
324	"Q0B172"	"Bamb_6557"	21.5190775825266	22.462962507149	20.9032316723329	19.8819921901774	21.8742894943079	19.787127785109	1.11395409747145	1.36218638107054	1.10996268893801	0.244800848428427	0.283161118052513	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.00311975140405	1.51080734990844	"Not Significant"	"Not Significant"	0.547966381542091	0.611187081350227
325	"Q0B175"	"Bamb_6554"	20.6914913634998	22.2239675119421	16.9471803166342	17.4749258681827	21.9307026925106	15.4580540993694	1.66631884400449	0.673968089469206	1.08780953215256	0.537273280099038	0.292541347258501	0.162829741603445	0.195102057241355	4	12.260008396405	1.6764475622441	9.16914417634472	3.51966840972096	"Not Significant"	"Not Significant"	0.533812742856494	0.269804757410266
326	"Q0B192"	"Bamb_6537"	17.9922968488625	17.7171589819543	16.2277099441467	12.5227776695246	16.996804227502	16.2180845742688	2.06649976788936	1.39171404322759	1.75589283573399	0.236404994987723	0.0979231112941512	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	3.30721144053301	2.07761928086374	"Not Significant"	"Not Significant"	1.00911479621552	0.626343351510378
327	"Q0B193"	"Bamb_6536"	17.8849455686356	18.343472018689	18.0025073906676	16.6011759254311	17.9136257420972	15.4593355553112	1.41892925171757	1.96453531719253	1.43994341469046	0.120924296799143	0.168859502045314	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.782515703167976	1.45653823937468	"Not Significant"	"Not Significant"	0.772474495764512	0.917486429448208
328	"Q0B1A6"	"Bamb_6523"	16.2632348501711	15.4063863238069	17.9013618948947	16.8146092385073	18.5112577572212	15.1910592145317	-0.315314380462475	-0.261449946804298	-0.287781456716682	0.80665578647188	0.777149713887126	0.203186138300689	0.246196610081484	4	12.260008396405	1.6764475622441	2.18173349594962	1.80074908076416	"Not Significant"	"Not Significant"	0.109495308545591	0.093311746475295
329	"Q0B1B6"	"Bamb_6513"	16.824401841102	15.6670883396137	26.8877414135009	25.8559772993015	16.7481081099411	24.9475745177842	-2.72414277760342	-0.5932627651589	-1.10939766489397	0.58492416895495	0.283397563080812	0.166297684576509	0.195102057241355	4	12.260008396405	1.6764475622441	31.6269132876655	9.04433200492208	"Not Significant"	"Not Significant"	0.547603888545532	0.232900433300877
330	"Q0B1B7"	"Bamb_6512"	19.3227863769271	19.2900998666185	28.3598449837167	27.5694251167928	16.5653048907552	26.7404684085819	-1.3008223962892	-0.279733614896914	-0.524015196788489	0.793551196586475	0.607337681368467	0.200902933050419	0.214713411478927	4	12.260008396405	1.6764475622441	32.4367964122769	9.24356514302808	"Not Significant"	"Not Significant"	0.216569772882508	0.100425049151416
331	"Q0B1B8"	"Bamb_6511"	17.4060178913789	17.7023388888328	30.2019807084792	29.1241079772561	22.0286736599078	28.8174174393648	-4.88662052927926	-1.01575625700674	-1.91138002893138	0.367189588695309	0.0737463236066369	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	34.7159837925459	9.80425055590226	"Not Significant"	"Not Significant"	1.13225962520943	0.435109641295083
332	"Q0B1B9"	"Bamb_6510"	17.5827006472409	17.7394075786545	30.7306072924465	29.9644408187874	17.5441623365036	29.1752186112211	-3.5437020827234	-0.598126457532714	-1.15107472209168	0.581974701481319	0.266347746355249	0.166229109906306	0.195102057241355	4	12.260008396405	1.6764475622441	52.6525779627558	14.216694567721	"Not Significant"	"Not Significant"	0.574550973553904	0.23509589377943
333	"Q0B1C0"	"Bamb_6509"	17.1873673227195	16.7306684314804	27.4151425338593	26.2829495499985	18.3823732648365	25.2947396464434	-2.87562805773977	-0.671449010191517	-1.24268621625351	0.538718501046135	0.231606588853453	0.162829741603445	0.195102057241355	4	12.260008396405	1.6764475622441	27.5125349946656	8.03218534602871	"Not Significant"	"Not Significant"	0.635249089754646	0.268638109354223
334	"Q0B1C1"	"Bamb_6508"	18.1295767109652	18.2860558981787	28.4192076566965	27.554279337528	18.2035449158263	27.7885542591064	-2.90384608220677	-0.625496105843311	-1.17145237316526	0.565561262095035	0.258297599670212	0.164632156512728	0.195102057241355	4	12.260008396405	1.6764475622441	32.3287731976146	9.21699118020377	"Not Significant"	"Not Significant"	0.587879629656436	0.247520345028905
335	"Q0B1C3"	"Bamb_6506"	17.1094106077054	18.4250451886648	27.0719382399757	25.450953213082	16.4265787156643	25.756438232216	-1.67585870820547	-0.383165040528547	-0.711452968645161	0.721090061318451	0.486885800346935	0.189001276665491	0.198928239063029	4	12.260008396405	1.6764475622441	28.694212115027	8.32288067448196	"Not Significant"	"Not Significant"	0.312572891136783	0.142010490216776
336	"Q0B1C4"	"ribB"	19.3364698231687	17.9845187792725	26.8016866532901	26.3270941364163	17.1174924401643	25.3933917668132	-1.5717676958875	-0.391936998113969	-0.7174898285602	0.715090285161227	0.483253156919635	0.187774940911129	0.198928239063029	4	12.260008396405	1.6764475622441	24.1232297039888	7.19840833729698	"Not Significant"	"Not Significant"	0.31582530019998	0.145639122014411
337	"Q0B1C5"	"Bamb_6504"	18.9534746460578	17.7198487166602	26.508105823417	24.7689568217716	16.7329574812062	23.6027486959922	-0.641077937611687	-0.172378491379107	-0.311145510649953	0.871510268459157	0.759643527799828	0.213970451344741	0.243323736909873	4	12.260008396405	1.6764475622441	20.7465921885851	6.36774763083626	"Not Significant"	"Not Significant"	0.119390158019189	0.0597274915042145
338	"Q0B1C7"	"Bamb_6502"	22.7135367095342	22.4897872146011	27.1373129543869	26.4972266685137	22.4766967686407	25.1176332734217	-0.58363994401796	-0.304193209082005	-0.441407456934154	0.776148981372205	0.66473154807559	0.197720827363431	0.22478909082083	4	12.260008396405	1.6764475622441	5.52181998640138	2.62241814981341	"Not Significant"	"Not Significant"	0.177353709175294	0.110054908151965
339	"Q0B1C8"	"Bamb_6501"	15.0138024450405	21.5522957236463	28.8686186480356	27.7035201554364	21.5712638027238	27.1907468825936	-3.67693800801048	-0.824847596065693	-1.53592008116433	0.455806079391967	0.143787009643538	0.15872210078235	0.195102057241355	4	12.260008396405	1.6764475622441	29.8068751663968	8.59659838095395	"Not Significant"	"Not Significant"	0.842280348271407	0.341219886639678
340	"Q0B1E7"	"Bamb_6482"	18.0672872938293	18.6224951557796	18.5336717889291	16.7077680888564	21.6613170936341	18.0881889794204	-0.411273307790962	-0.27677723534771	-0.349357314007288	0.795664714929786	0.731304550166443	0.201130437043531	0.238001266845848	4	12.260008396405	1.6764475622441	3.31200949634695	2.0787996137878	"Not Significant"	"Not Significant"	0.135901724393296	0.0992699010203192
341	"Q0B1E8"	"Bamb_6481"	19.7187335337168	19.3887530807495	18.6185575691729	19.2752379008135	19.9290994491043	18.9400267733432	-0.139439979873921	-0.31940072064588	-0.147841172101681	0.765408032946412	0.884285917470601	0.195874916275458	0.269511104668291	4	12.260008396405	1.6764475622441	0.285886796716994	1.33436636975602	"Not Significant"	"Not Significant"	0.0534072912050508	0.116106984173195
342	"Q0B1E9"	"Bamb_6480"	23.7697135726365	23.8458460559685	23.3364716914693	21.8019924751824	23.6410797837561	22.033588347473	1.15845690455427	1.93182543440548	1.20051858562192	0.125551549077012	0.247136382269786	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.539405368347282	1.3967325298341	"Not Significant"	"Not Significant"	0.607063315075851	0.901177924516586
343	"Q0B1F0"	"Bamb_6479"	23.4162223170577	23.5668586236038	21.7820879856478	19.8830519253506	23.30382421777	19.4854401926172	2.03095086352384	1.51569295356603	1.79206063744349	0.204179421259374	0.0917497143902347	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.69319393918206	1.92656954303293	"Not Significant"	"Not Significant"	1.0373952789989	0.68998803151387
344	"Q0B1F1"	"Bamb_6478"	23.8978144425491	24.1954292825118	23.0585414255819	22.3098304737484	24.192422257212	21.903121319708	0.915470366658128	1.16916568563441	0.91845213173417	0.307256341666702	0.371806210267384	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.919660894234283	1.49027627633575	"Not Significant"	"Not Significant"	0.429683360496527	0.512499144658166
345	"Q0B1F2"	"Bamb_6477"	25.1882773369086	25.3979346625799	23.8581373603962	23.6274510590773	25.5261469756649	23.8274528052757	0.487766173288911	0.6322016604547	0.490439273176228	0.561588093300834	0.630375472053753	0.164144139058067	0.217206283212223	4	12.260008396405	1.6764475622441	0.892901087483295	1.48369330144457	"Not Significant"	"Not Significant"	0.200400693613277	0.250582108621418
346	"Q0B1F3"	"Bamb_6476"	24.7606570133291	24.9436902420364	23.8344139528747	22.9382615521113	25.072429008222	22.8845171071414	0.881184513588489	1.10405021647599	0.881448465157662	0.331518101345129	0.39091900252536	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.955536578210381	1.49910177829159	"Not Significant"	"Not Significant"	0.407913218052476	0.479492753534679
347	"Q0B1F4"	"Bamb_6475"	26.0678419991748	26.4245913773125	26.0703011390444	24.8882293167491	26.5431983599326	24.925967266494	0.735113190785348	1.31693389763405	0.766682272248831	0.258239813024138	0.454258671852316	0.15826794001991	0.195908668078693	4	12.260008396405	1.6764475622441	0.467381736286178	1.37901454831644	"Not Significant"	"Not Significant"	0.342696773207247	0.587976801404332
348	"Q0B1F5"	"Bamb_6474"	24.8824102068733	25.0497206146457	23.5605754027514	22.5280028546013	25.0576328493947	23.0379336408807	0.956378959797882	1.05718167067312	0.936000474568551	0.35004767298116	0.362967463454829	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.22758630785593	1.56602664647448	"Not Significant"	"Not Significant"	0.440132303546086	0.455872805070457
349	"Q0B1F6"	"Bamb_6473"	23.3865340429589	23.653815987076	22.5079455839316	21.7798459726452	23.5408507492407	21.8702683825635	0.785776836505697	1.17452240261113	0.805005109075951	0.305335356206222	0.432431041474755	0.15826794001991	0.195683193052235	4	12.260008396405	1.6764475622441	0.671377981504149	1.42919810056186	"Not Significant"	"Not Significant"	0.364083138360443	0.515222903804138
350	"Q0B1F7"	"Bamb_6472"	24.4078854443376	24.9425273913964	23.5460428521619	22.8459800136052	25.2131184626908	22.7642965875826	0.691020208005762	0.767654692508502	0.676940991581	0.485499271058925	0.507960435759445	0.159655083666263	0.201434760327453	4	12.260008396405	1.6764475622441	1.21546074406657	1.56304372949344	"Not Significant"	"Not Significant"	0.294170112913909	0.313811417816376
351	"Q0B1F8"	"Bamb_6471"	25.3694953771124	25.7654706459933	25.1877489463056	24.6516280960882	25.8976990592531	23.6815318274934	0.697285328858862	1.05061583586312	0.715003669556287	0.352716374925106	0.484747234641019	0.15826794001991	0.198928239063029	4	12.260008396405	1.6764475622441	0.660730612972995	1.42657882306296	"Not Significant"	"Not Significant"	0.314484659781122	0.452574377660168
352	"Q0B1F9"	"Bamb_6470"	21.3568667301266	21.3736893286231	20.8065622082571	17.6578849010208	21.1423937923741	17.6457862076873	2.36368445530823	2.00593504607604	2.17202574561606	0.115332551804243	0.0449744322831334	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.08274703590451	1.77639818065835	"Not Significant"	"Significant"	1.34703431009155	0.938048098830829
353	"Q0B1G4"	"Bamb_6465"	22.6363298934154	23.4358075822372	18.3674318155744	21.3430490506869	23.1425496027531	20.7786835594078	-0.274904307206903	-0.159165228866226	-0.218942026893058	0.881251951737261	0.829419785238554	0.215484676509671	0.257705157395986	4	12.260008396405	1.6764475622441	4.474638466794	2.36480905292293	"Not Significant"	"Not Significant"	0.0812256090522507	0.0548999081534142
